"GO.ID","Term","Annotated","Significant","Expected","fisher"
"GO:0140914","zinc ion import into secretory vesicle",1,0,0.01,"1.00000"
"GO:0140915","zinc ion import into zymogen granule",1,0,0.01,"1.00000"
"GO:0140916","zinc ion import into lysosome",4,0,0.05,"1.00000"
"GO:0140917","zinc ion import into mitochondrion",1,0,0.01,"1.00000"
"GO:0140924","L-kynurenine transmembrane transport",1,0,0.01,"1.00000"
"GO:0140928","inhibition of non-skeletal tissue minera...",4,0,0.05,"1.00000"
"GO:0140958","target-directed miRNA degradation",5,0,0.06,"1.00000"
"GO:0140961","cellular detoxification of metal ion",3,0,0.03,"1.00000"
"GO:0140965","secondary piRNA processing",2,0,0.02,"1.00000"
"GO:0140966","piRNA-mediated heterochromatin formation",16,0,0.19,"1.00000"
"GO:0140970","AIM2 inflammasome complex assembly",7,0,0.08,"1.00000"
"GO:0140971","regulation of AIM2 inflammasome complex ...",5,0,0.06,"1.00000"
"GO:0140972","negative regulation of AIM2 inflammasome...",3,0,0.03,"1.00000"
"GO:0140973","positive regulation of AIM2 inflammasome...",2,0,0.02,"1.00000"
"GO:0140975","disruption of cellular anatomical struct...",6,0,0.07,"1.00000"
"GO:0140990","primary piRNA processing",1,0,0.01,"1.00000"
"GO:0140991","piRNA-mediated gene silencing by mRNA de...",3,0,0.03,"1.00000"
"GO:0141005","transposable element silencing by hetero...",23,0,0.27,"1.00000"
"GO:0141006","transposable element silencing by piRNA-...",5,0,0.06,"1.00000"
"GO:0141008","transposable element silencing by mRNA d...",4,0,0.05,"1.00000"
"GO:0141013","purine nucleotide import into lysosome",1,0,0.01,"1.00000"
"GO:0141014","ribosome hibernation",4,0,0.05,"1.00000"
"GO:0141065","maternal mRNA clearance",1,0,0.01,"1.00000"
"GO:0141067","intracellular nitrogen homeostasis",4,0,0.05,"1.00000"
"GO:0141068","autosome genomic imprinting",6,0,0.07,"1.00000"
"GO:0141086","negative regulation of inflammasome-medi...",19,0,0.22,"1.00000"
"GO:0141111","positive regulation of cGAS/STING signal...",5,0,0.06,"1.00000"
"GO:0141112","broken chromosome clustering",2,0,0.02,"1.00000"
"GO:0141119","chromosomal DNA methylation maintenance ...",2,0,0.02,"1.00000"
"GO:0141137","positive regulation of gene expression, ...",59,0,0.68,"1.00000"
"GO:0141156","cAMP/PKA signal transduction",24,0,0.28,"1.00000"
"GO:0141161","regulation of cAMP/PKA signal transducti...",17,0,0.2,"1.00000"
"GO:0141162","negative regulation of cAMP/PKA signal t...",5,0,0.06,"1.00000"
"GO:0141163","positive regulation of cAMP/PKA signal t...",9,0,0.1,"1.00000"
"GO:0141164","mitochondrial protein quality control",3,0,0.03,"1.00000"
"GO:0141166","chromosomal 5-methylcytosine DNA demethy...",8,0,0.09,"1.00000"
"GO:0141167","chromosomal 5-methylcytosine DNA demethy...",4,0,0.05,"1.00000"
"GO:0141171","symbiont-mediated perturbation of host m...",1,0,0.01,"1.00000"
"GO:0141176","gene silencing by piRNA-directed DNA met...",15,0,0.17,"1.00000"
"GO:0141191","negative regulation of HRI-mediated sign...",2,0,0.02,"1.00000"
"GO:0141196","transposable element silencing by piRNA-...",15,0,0.17,"1.00000"
"GO:0141198","protein branched polyubiquitination",19,0,0.22,"1.00000"
"GO:0141201","pyroptotic cell death",5,0,0.06,"1.00000"
"GO:0141204","dipeptide transmembrane transport from l...",1,0,0.01,"1.00000"
"GO:0141212","phospholipase C/protein kinase C signal ...",6,0,0.07,"1.00000"
"GO:0141217","RNA glycosylation",1,0,0.01,"1.00000"
"GO:0150003","regulation of spontaneous synaptic trans...",6,0,0.07,"1.00000"
"GO:0150007","clathrin-dependent synaptic vesicle endo...",2,0,0.02,"1.00000"
"GO:0150011","regulation of neuron projection arboriza...",15,0,0.17,"1.00000"
"GO:0150012","positive regulation of neuron projection...",8,0,0.09,"1.00000"
"GO:0150013","negative regulation of neuron projection...",1,0,0.01,"1.00000"
"GO:0150018","basal dendrite development",3,0,0.03,"1.00000"
"GO:0150019","basal dendrite morphogenesis",3,0,0.03,"1.00000"
"GO:0150020","basal dendrite arborization",3,0,0.03,"1.00000"
"GO:0150021","apical dendrite morphogenesis",1,0,0.01,"1.00000"
"GO:0150022","apical dendrite development",1,0,0.01,"1.00000"
"GO:0150023","apical dendrite arborization",1,0,0.01,"1.00000"
"GO:0150024","oxidised low-density lipoprotein particl...",1,0,0.01,"1.00000"
"GO:0150031","regulation of protein localization to ly...",5,0,0.06,"1.00000"
"GO:0150032","positive regulation of protein localizat...",3,0,0.03,"1.00000"
"GO:0150033","negative regulation of protein localizat...",2,0,0.02,"1.00000"
"GO:0150035","regulation of trans-synaptic signaling b...",2,0,0.02,"1.00000"
"GO:0150036","regulation of trans-synaptic signaling b...",1,0,0.01,"1.00000"
"GO:0150037","regulation of calcium-dependent activati...",2,0,0.02,"1.00000"
"GO:0150038","postsynaptic dense core vesicle exocytos...",1,0,0.01,"1.00000"
"GO:0150044","regulation of postsynaptic dense core ve...",1,0,0.01,"1.00000"
"GO:0150045","regulation of synaptic signaling by nitr...",1,0,0.01,"1.00000"
"GO:0150054","regulation of postsynaptic neurotransmit...",2,0,0.02,"1.00000"
"GO:0150059","amylin receptor 1 signaling pathway",4,0,0.05,"1.00000"
"GO:0150060","amylin receptor 2 signaling pathway",4,0,0.05,"1.00000"
"GO:0150061","amylin receptor 3 signaling pathway",3,0,0.03,"1.00000"
"GO:0150062","complement-mediated synapse pruning",4,0,0.05,"1.00000"
"GO:0150064","vertebrate eye-specific patterning",3,0,0.03,"1.00000"
"GO:0150065","regulation of deacetylase activity",2,0,0.02,"1.00000"
"GO:0150072","positive regulation of arginase activity",1,0,0.01,"1.00000"
"GO:0150074","positive regulation of protein-glutamine...",2,0,0.02,"1.00000"
"GO:0150077","regulation of neuroinflammatory response",42,0,0.49,"1.00000"
"GO:0150078","positive regulation of neuroinflammatory...",18,0,0.21,"1.00000"
"GO:0150079","negative regulation of neuroinflammatory...",18,0,0.21,"1.00000"
"GO:0150089","multiple spine synapse organization",1,0,0.01,"1.00000"
"GO:0150090","multiple spine synapse organization, sin...",1,0,0.01,"1.00000"
"GO:0150093","amyloid-beta clearance by transcytosis",7,0,0.08,"1.00000"
"GO:0150098","glial cell-neuron signaling",4,0,0.05,"1.00000"
"GO:0150099","neuron-glial cell signaling",5,0,0.06,"1.00000"
"GO:0150101","regulation of microtubule anchoring at c...",1,0,0.01,"1.00000"
"GO:0150102","negative regulation of monocyte activati...",3,0,0.03,"1.00000"
"GO:0150103","reactive gliosis",6,0,0.07,"1.00000"
"GO:0150106","regulation of protein localization to ce...",5,0,0.06,"1.00000"
"GO:0150107","positive regulation of protein localizat...",3,0,0.03,"1.00000"
"GO:0150111","regulation of transepithelial transport",4,0,0.05,"1.00000"
"GO:0150127","regulation of interleukin-33 production",4,0,0.05,"1.00000"
"GO:0150128","negative regulation of interleukin-33 pr...",3,0,0.03,"1.00000"
"GO:0150129","positive regulation of interleukin-33 pr...",1,0,0.01,"1.00000"
"GO:0150136","regulation of interleukin-37 production",1,0,0.01,"1.00000"
"GO:0150137","interleukin-37 production",1,0,0.01,"1.00000"
"GO:0150138","negative regulation of interleukin-37 pr...",1,0,0.01,"1.00000"
"GO:0150140","regulation of CD86 production",1,0,0.01,"1.00000"
"GO:0150142","positive regulation of CD86 production",1,0,0.01,"1.00000"
"GO:0150143","regulation of CD80 production",1,0,0.01,"1.00000"
"GO:0150145","positive regulation of CD80 production",1,0,0.01,"1.00000"
"GO:0150147","cell-cell junction disassembly",7,0,0.08,"1.00000"
"GO:0150151","regulation of interleukin-17A production",2,0,0.02,"1.00000"
"GO:0150152","negative regulation of interleukin-17A p...",1,0,0.01,"1.00000"
"GO:0150153","positive regulation of interleukin-17A p...",1,0,0.01,"1.00000"
"GO:0150155","interleukin-34 production",2,0,0.02,"1.00000"
"GO:0150157","regulation of interleukin-34 production",2,0,0.02,"1.00000"
"GO:0150159","negative regulation of interleukin-34 pr...",2,0,0.02,"1.00000"
"GO:0150172","regulation of phosphatidylcholine metabo...",10,0,0.12,"1.00000"
"GO:0150173","positive regulation of phosphatidylcholi...",3,0,0.03,"1.00000"
"GO:0150174","negative regulation of phosphatidylcholi...",2,0,0.02,"1.00000"
"GO:0150175","regulation of phosphatidylethanolamine m...",1,0,0.01,"1.00000"
"GO:0150178","regulation of phosphatidylserine metabol...",1,0,0.01,"1.00000"
"GO:0150189","regulation of interleukin-32 production",1,0,0.01,"1.00000"
"GO:0150190","negative regulation of interleukin-32 pr...",1,0,0.01,"1.00000"
"GO:0150200","regulation of transport across blood-bra...",1,0,0.01,"1.00000"
"GO:0150201","positive regulation of transport across ...",1,0,0.01,"1.00000"
"GO:0150202","negative regulation of transport across ...",1,0,0.01,"1.00000"
"GO:0160006","Fc receptor-mediated immune complex endo...",3,0,0.03,"1.00000"
"GO:0160007","glutathione import into mitochondrion",1,0,0.01,"1.00000"
"GO:0160020","positive regulation of ferroptosis",2,0,0.02,"1.00000"
"GO:0160021","maternal-to-zygotic transition of gene e...",4,0,0.05,"1.00000"
"GO:0160023","sneeze reflex",2,0,0.02,"1.00000"
"GO:0160024","Leydig cell proliferation",2,0,0.02,"1.00000"
"GO:0160025","sensory perception of itch",2,0,0.02,"1.00000"
"GO:0160028","negative regulation of pyroptotic inflam...",1,0,0.01,"1.00000"
"GO:0160038","somatic sensory system development",1,0,0.01,"1.00000"
"GO:0160049","negative regulation of cGAS/STING signal...",16,0,0.19,"1.00000"
"GO:0160054","microfibril assembly",1,0,0.01,"1.00000"
"GO:0160063","multi-pass transmembrane protein inserti...",9,0,0.1,"1.00000"
"GO:0160069","surfactant secretion",2,0,0.02,"1.00000"
"GO:0160075","non-canonical inflammasome complex assem...",4,0,0.05,"1.00000"
"GO:0160076","negative regulation of non-canonical inf...",1,0,0.01,"1.00000"
"GO:0160078","negative regulation of lipid droplet fus...",1,0,0.01,"1.00000"
"GO:0160087","spermatid cytoplasm removal during sperm...",1,0,0.01,"1.00000"
"GO:0160091","spliceosome-depend formation of circular...",3,0,0.03,"1.00000"
"GO:0160093","chordate pharynx development",3,0,0.03,"1.00000"
"GO:0160127","protein-RNA covalent cross-linking repai...",3,0,0.03,"1.00000"
"GO:0160135","phospholipase C-activating endothelin re...",1,0,0.01,"1.00000"
"GO:0160144","GDF15-GFRAL signaling pathway",4,0,0.05,"1.00000"
"GO:0160145","negative regulation of GDF15-GFRAL signa...",1,0,0.01,"1.00000"
"GO:0160162","CD27 signaling pathway",5,0,0.06,"1.00000"
"GO:0160164","negative regulation of chromatin looping",1,0,0.01,"1.00000"
"GO:0160165","CD8-positive, alpha-beta T cell homeosta...",1,0,0.01,"1.00000"
"GO:0160176","magnesium ion transport from cytosol to ...",1,0,0.01,"1.00000"
"GO:0160177","positive regulation of autophagosome-lys...",2,0,0.02,"1.00000"
"GO:0160179","intestinal iron absorption",1,0,0.01,"1.00000"
"GO:0160184","paracellular transport",7,0,0.08,"1.00000"
"GO:0160192","autophagosome-dependent secretion",1,0,0.01,"1.00000"
"GO:0160194","stereocilium bundle organization",2,0,0.02,"1.00000"
"GO:0160195","negative regulation of phospholipase C/p...",3,0,0.03,"1.00000"
"GO:0160203","mitochondrial disulfide relay system",1,0,0.01,"1.00000"
"GO:0160217","negative regulation of transcription ini...",3,0,0.03,"1.00000"
"GO:0160218","negative regulation of acetyl-CoA biosyn...",1,0,0.01,"1.00000"
"GO:0170036","import into the mitochondrion",51,0,0.59,"1.00000"
"GO:0170037","export from the mitochondrion",3,0,0.03,"1.00000"
"GO:0170044","non-proteinogenic amino acid catabolic p...",19,0,0.22,"1.00000"
"GO:0170063","transmembrane transport from lysosomal l...",1,0,0.01,"1.00000"
"GO:0180010","co-transcriptional mRNA 3'-end processin...",9,0,0.1,"1.00000"
"GO:0180011","cytosolic mRNA polyadenylation",3,0,0.03,"1.00000"
"GO:0180012","co-transcriptional RNA 3'-end processing...",11,0,0.13,"1.00000"
"GO:0180015","nucleoside import across plasma membrane",1,0,0.01,"1.00000"
"GO:0180025","cytosolic small ribosomal subunit assemb...",3,0,0.03,"1.00000"
"GO:0180026","mitochondrial small ribosomal subunit as...",2,0,0.02,"1.00000"
"GO:0180034","co-transcriptional lncRNA 3' end process...",1,0,0.01,"1.00000"
"GO:0180035","lncRNA processing",3,0,0.03,"1.00000"
"GO:0180046","GPI anchored protein biosynthesis",32,0,0.37,"1.00000"
"GO:0180047","dolichol phosphate mannose biosynthetic ...",2,0,0.02,"1.00000"
"GO:1900003","regulation of serine-type endopeptidase ...",5,0,0.06,"1.00000"
"GO:1900004","negative regulation of serine-type endop...",3,0,0.03,"1.00000"
"GO:1900005","positive regulation of serine-type endop...",3,0,0.03,"1.00000"
"GO:1900011","negative regulation of corticotropin-rel...",1,0,0.01,"1.00000"
"GO:1900017","positive regulation of cytokine producti...",30,0,0.35,"1.00000"
"GO:1900019","regulation of protein kinase C activity",5,0,0.06,"1.00000"
"GO:1900020","positive regulation of protein kinase C ...",5,0,0.06,"1.00000"
"GO:1900025","negative regulation of substrate adhesio...",14,0,0.16,"1.00000"
"GO:1900027","regulation of ruffle assembly",31,0,0.36,"1.00000"
"GO:1900028","negative regulation of ruffle assembly",7,0,0.08,"1.00000"
"GO:1900029","positive regulation of ruffle assembly",15,0,0.17,"1.00000"
"GO:1900034","regulation of cellular response to heat",16,0,0.19,"1.00000"
"GO:1900036","positive regulation of cellular response...",1,0,0.01,"1.00000"
"GO:1900037","regulation of cellular response to hypox...",20,0,0.23,"1.00000"
"GO:1900038","negative regulation of cellular response...",10,0,0.12,"1.00000"
"GO:1900039","positive regulation of cellular response...",4,0,0.05,"1.00000"
"GO:1900044","regulation of protein K63-linked ubiquit...",14,0,0.16,"1.00000"
"GO:1900045","negative regulation of protein K63-linke...",5,0,0.06,"1.00000"
"GO:1900047","negative regulation of hemostasis",51,0,0.59,"1.00000"
"GO:1900054","positive regulation of retinoic acid bio...",1,0,0.01,"1.00000"
"GO:1900060","negative regulation of ceramide biosynth...",5,0,0.06,"1.00000"
"GO:1900063","regulation of peroxisome organization",3,0,0.03,"1.00000"
"GO:1900069","regulation of cellular hyperosmotic sali...",4,0,0.05,"1.00000"
"GO:1900073","regulation of neuromuscular synaptic tra...",3,0,0.03,"1.00000"
"GO:1900075","positive regulation of neuromuscular syn...",3,0,0.03,"1.00000"
"GO:1900077","negative regulation of cellular response...",45,0,0.52,"1.00000"
"GO:1900079","regulation of arginine biosynthetic proc...",1,0,0.01,"1.00000"
"GO:1900084","regulation of peptidyl-tyrosine autophos...",2,0,0.02,"1.00000"
"GO:1900086","positive regulation of peptidyl-tyrosine...",2,0,0.02,"1.00000"
"GO:1900098","regulation of plasma cell differentiatio...",6,0,0.07,"1.00000"
"GO:1900099","negative regulation of plasma cell diffe...",2,0,0.02,"1.00000"
"GO:1900100","positive regulation of plasma cell diffe...",4,0,0.05,"1.00000"
"GO:1900102","negative regulation of endoplasmic retic...",21,0,0.24,"1.00000"
"GO:1900104","regulation of hyaluranon cable assembly",3,0,0.03,"1.00000"
"GO:1900106","positive regulation of hyaluranon cable ...",3,0,0.03,"1.00000"
"GO:1900107","regulation of nodal signaling pathway",7,0,0.08,"1.00000"
"GO:1900108","negative regulation of nodal signaling p...",5,0,0.06,"1.00000"
"GO:1900117","regulation of execution phase of apoptos...",36,0,0.42,"1.00000"
"GO:1900118","negative regulation of execution phase o...",21,0,0.24,"1.00000"
"GO:1900119","positive regulation of execution phase o...",17,0,0.2,"1.00000"
"GO:1900120","regulation of receptor binding",16,0,0.19,"1.00000"
"GO:1900121","negative regulation of receptor binding",12,0,0.14,"1.00000"
"GO:1900122","positive regulation of receptor binding",5,0,0.06,"1.00000"
"GO:1900125","regulation of hyaluronan biosynthetic pr...",8,0,0.09,"1.00000"
"GO:1900126","negative regulation of hyaluronan biosyn...",4,0,0.05,"1.00000"
"GO:1900127","positive regulation of hyaluronan biosyn...",4,0,0.05,"1.00000"
"GO:1900131","negative regulation of lipid binding",3,0,0.03,"1.00000"
"GO:1900133","regulation of renin secretion into blood...",3,0,0.03,"1.00000"
"GO:1900134","negative regulation of renin secretion i...",1,0,0.01,"1.00000"
"GO:1900135","positive regulation of renin secretion i...",2,0,0.02,"1.00000"
"GO:1900138","negative regulation of phospholipase A2 ...",2,0,0.02,"1.00000"
"GO:1900139","negative regulation of arachidonate secr...",1,0,0.01,"1.00000"
"GO:1900141","regulation of oligodendrocyte apoptotic ...",2,0,0.02,"1.00000"
"GO:1900142","negative regulation of oligodendrocyte a...",1,0,0.01,"1.00000"
"GO:1900143","positive regulation of oligodendrocyte a...",1,0,0.01,"1.00000"
"GO:1900147","regulation of Schwann cell migration",7,0,0.08,"1.00000"
"GO:1900148","negative regulation of Schwann cell migr...",3,0,0.03,"1.00000"
"GO:1900149","positive regulation of Schwann cell migr...",4,0,0.05,"1.00000"
"GO:1900150","regulation of defense response to fungus",7,0,0.08,"1.00000"
"GO:1900151","regulation of nuclear-transcribed mRNA c...",23,0,0.27,"1.00000"
"GO:1900152","negative regulation of nuclear-transcrib...",12,0,0.14,"1.00000"
"GO:1900153","positive regulation of nuclear-transcrib...",12,0,0.14,"1.00000"
"GO:1900154","regulation of bone trabecula formation",2,0,0.02,"1.00000"
"GO:1900155","negative regulation of bone trabecula fo...",2,0,0.02,"1.00000"
"GO:1900157","regulation of bone mineralization involv...",8,0,0.09,"1.00000"
"GO:1900158","negative regulation of bone mineralizati...",5,0,0.06,"1.00000"
"GO:1900159","positive regulation of bone mineralizati...",3,0,0.03,"1.00000"
"GO:1900163","positive regulation of phospholipid scra...",1,0,0.01,"1.00000"
"GO:1900166","regulation of glial cell-derived neurotr...",2,0,0.02,"1.00000"
"GO:1900168","positive regulation of glial cell-derive...",2,0,0.02,"1.00000"
"GO:1900186","negative regulation of clathrin-dependen...",4,0,0.05,"1.00000"
"GO:1900190","regulation of single-species biofilm for...",2,0,0.02,"1.00000"
"GO:1900191","negative regulation of single-species bi...",2,0,0.02,"1.00000"
"GO:1900193","regulation of oocyte maturation",7,0,0.08,"1.00000"
"GO:1900194","negative regulation of oocyte maturation",4,0,0.05,"1.00000"
"GO:1900195","positive regulation of oocyte maturation",3,0,0.03,"1.00000"
"GO:1900200","mesenchymal cell apoptotic process invol...",3,0,0.03,"1.00000"
"GO:1900204","apoptotic process involved in metanephri...",2,0,0.02,"1.00000"
"GO:1900205","apoptotic process involved in metanephri...",2,0,0.02,"1.00000"
"GO:1900208","regulation of cardiolipin metabolic proc...",4,0,0.05,"1.00000"
"GO:1900210","positive regulation of cardiolipin metab...",2,0,0.02,"1.00000"
"GO:1900211","regulation of mesenchymal cell apoptotic...",3,0,0.03,"1.00000"
"GO:1900212","negative regulation of mesenchymal cell ...",3,0,0.03,"1.00000"
"GO:1900214","regulation of apoptotic process involved...",2,0,0.02,"1.00000"
"GO:1900215","negative regulation of apoptotic process...",2,0,0.02,"1.00000"
"GO:1900217","regulation of apoptotic process involved...",2,0,0.02,"1.00000"
"GO:1900218","negative regulation of apoptotic process...",2,0,0.02,"1.00000"
"GO:1900222","negative regulation of amyloid-beta clea...",11,0,0.13,"1.00000"
"GO:1900223","positive regulation of amyloid-beta clea...",8,0,0.09,"1.00000"
"GO:1900226","negative regulation of NLRP3 inflammasom...",15,0,0.17,"1.00000"
"GO:1900228","regulation of single-species biofilm for...",2,0,0.02,"1.00000"
"GO:1900229","negative regulation of single-species bi...",2,0,0.02,"1.00000"
"GO:1900234","regulation of Kit signaling pathway",2,0,0.02,"1.00000"
"GO:1900235","negative regulation of Kit signaling pat...",2,0,0.02,"1.00000"
"GO:1900238","regulation of metanephric mesenchymal ce...",3,0,0.03,"1.00000"
"GO:1900239","regulation of phenotypic switching",6,0,0.07,"1.00000"
"GO:1900240","negative regulation of phenotypic switch...",2,0,0.02,"1.00000"
"GO:1900242","regulation of synaptic vesicle endocytos...",22,0,0.26,"1.00000"
"GO:1900244","positive regulation of synaptic vesicle ...",6,0,0.07,"1.00000"
"GO:1900245","positive regulation of MDA-5 signaling p...",4,0,0.05,"1.00000"
"GO:1900246","positive regulation of RIG-I signaling p...",11,0,0.13,"1.00000"
"GO:1900247","regulation of cytoplasmic translational ...",4,0,0.05,"1.00000"
"GO:1900248","negative regulation of cytoplasmic trans...",2,0,0.02,"1.00000"
"GO:1900249","positive regulation of cytoplasmic trans...",1,0,0.01,"1.00000"
"GO:1900260","negative regulation of RNA-dependent RNA...",1,0,0.01,"1.00000"
"GO:1900264","positive regulation of DNA-directed DNA ...",9,0,0.1,"1.00000"
"GO:1900272","negative regulation of long-term synapti...",14,0,0.16,"1.00000"
"GO:1900279","regulation of CD4-positive, alpha-beta T...",2,0,0.02,"1.00000"
"GO:1900280","negative regulation of CD4-positive, alp...",1,0,0.01,"1.00000"
"GO:1900281","positive regulation of CD4-positive, alp...",1,0,0.01,"1.00000"
"GO:1900368","regulation of post-transcriptional gene ...",32,0,0.37,"1.00000"
"GO:1900369","negative regulation of post-transcriptio...",20,0,0.23,"1.00000"
"GO:1900370","positive regulation of post-transcriptio...",12,0,0.14,"1.00000"
"GO:1900371","regulation of purine nucleotide biosynth...",23,0,0.27,"1.00000"
"GO:1900372","negative regulation of purine nucleotide...",5,0,0.06,"1.00000"
"GO:1900373","positive regulation of purine nucleotide...",14,0,0.16,"1.00000"
"GO:1900376","regulation of secondary metabolite biosy...",16,0,0.19,"1.00000"
"GO:1900377","negative regulation of secondary metabol...",5,0,0.06,"1.00000"
"GO:1900378","positive regulation of secondary metabol...",10,0,0.12,"1.00000"
"GO:1900407","regulation of cellular response to oxida...",24,0,0.28,"1.00000"
"GO:1900408","negative regulation of cellular response...",5,0,0.06,"1.00000"
"GO:1900409","positive regulation of cellular response...",2,0,0.02,"1.00000"
"GO:1900424","regulation of defense response to bacter...",20,0,0.23,"1.00000"
"GO:1900425","negative regulation of defense response ...",5,0,0.06,"1.00000"
"GO:1900426","positive regulation of defense response ...",14,0,0.16,"1.00000"
"GO:1900450","negative regulation of glutamate recepto...",1,0,0.01,"1.00000"
"GO:1900453","negative regulation of long-term synapti...",3,0,0.03,"1.00000"
"GO:1900454","positive regulation of long-term synapti...",7,0,0.08,"1.00000"
"GO:1900480","regulation of diacylglycerol biosyntheti...",1,0,0.01,"1.00000"
"GO:1900533","palmitic acid metabolic process",1,0,0.01,"1.00000"
"GO:1900535","palmitic acid biosynthetic process",1,0,0.01,"1.00000"
"GO:1900543","negative regulation of purine nucleotide...",28,0,0.32,"1.00000"
"GO:1900544","positive regulation of purine nucleotide...",41,0,0.48,"1.00000"
"GO:1900619","acetate ester metabolic process",6,0,0.07,"1.00000"
"GO:1900620","acetate ester biosynthetic process",3,0,0.03,"1.00000"
"GO:1900623","regulation of monocyte aggregation",3,0,0.03,"1.00000"
"GO:1900625","positive regulation of monocyte aggregat...",3,0,0.03,"1.00000"
"GO:1900673","olefin metabolic process",2,0,0.02,"1.00000"
"GO:1900719","regulation of uterine smooth muscle rela...",1,0,0.01,"1.00000"
"GO:1900721","positive regulation of uterine smooth mu...",1,0,0.01,"1.00000"
"GO:1900729","regulation of adenylate cyclase-inhibiti...",1,0,0.01,"1.00000"
"GO:1900731","positive regulation of adenylate cyclase...",1,0,0.01,"1.00000"
"GO:1900736","regulation of phospholipase C-activating...",7,0,0.08,"1.00000"
"GO:1900737","negative regulation of phospholipase C-a...",2,0,0.02,"1.00000"
"GO:1900738","positive regulation of phospholipase C-a...",5,0,0.06,"1.00000"
"GO:1900747","negative regulation of vascular endothel...",17,0,0.2,"1.00000"
"GO:1900748","positive regulation of vascular endothel...",10,0,0.12,"1.00000"
"GO:1900749","(R)-carnitine transport",3,0,0.03,"1.00000"
"GO:1900753","doxorubicin transport",1,0,0.01,"1.00000"
"GO:1900825","regulation of membrane depolarization du...",5,0,0.06,"1.00000"
"GO:1900826","negative regulation of membrane depolari...",1,0,0.01,"1.00000"
"GO:1900827","positive regulation of membrane depolari...",1,0,0.01,"1.00000"
"GO:1900864","mitochondrial RNA modification",10,0,0.12,"1.00000"
"GO:1900923","regulation of glycine import across plas...",2,0,0.02,"1.00000"
"GO:1900924","negative regulation of glycine import ac...",2,0,0.02,"1.00000"
"GO:1901000","regulation of response to salt stress",4,0,0.05,"1.00000"
"GO:1901003","negative regulation of fermentation",3,0,0.03,"1.00000"
"GO:1901017","negative regulation of potassium ion tra...",22,0,0.26,"1.00000"
"GO:1901018","positive regulation of potassium ion tra...",18,0,0.21,"1.00000"
"GO:1901026","ripoptosome assembly involved in necropt...",3,0,0.03,"1.00000"
"GO:1901027","dextrin catabolic process",1,0,0.01,"1.00000"
"GO:1901031","regulation of response to reactive oxyge...",11,0,0.13,"1.00000"
"GO:1901032","negative regulation of response to react...",1,0,0.01,"1.00000"
"GO:1901034","regulation of L-glutamine import across ...",1,0,0.01,"1.00000"
"GO:1901036","positive regulation of L-glutamine impor...",1,0,0.01,"1.00000"
"GO:1901052","sarcosine metabolic process",2,0,0.02,"1.00000"
"GO:1901053","sarcosine catabolic process",1,0,0.01,"1.00000"
"GO:1901068","guanosine-containing compound metabolic ...",1,0,0.01,"1.00000"
"GO:1901071","glucosamine-containing compound metaboli...",25,0,0.29,"1.00000"
"GO:1901072","glucosamine-containing compound cataboli...",10,0,0.12,"1.00000"
"GO:1901073","glucosamine-containing compound biosynth...",2,0,0.02,"1.00000"
"GO:1901074","regulation of engulfment of apoptotic ce...",3,0,0.03,"1.00000"
"GO:1901076","positive regulation of engulfment of apo...",2,0,0.02,"1.00000"
"GO:1901077","regulation of relaxation of muscle",14,0,0.16,"1.00000"
"GO:1901078","negative regulation of relaxation of mus...",7,0,0.08,"1.00000"
"GO:1901079","positive regulation of relaxation of mus...",3,0,0.03,"1.00000"
"GO:1901080","regulation of relaxation of smooth muscl...",2,0,0.02,"1.00000"
"GO:1901081","negative regulation of relaxation of smo...",1,0,0.01,"1.00000"
"GO:1901082","positive regulation of relaxation of smo...",1,0,0.01,"1.00000"
"GO:1901096","regulation of autophagosome maturation",17,0,0.2,"1.00000"
"GO:1901097","negative regulation of autophagosome mat...",5,0,0.06,"1.00000"
"GO:1901098","positive regulation of autophagosome mat...",7,0,0.08,"1.00000"
"GO:1901128","gentamycin metabolic process",1,0,0.01,"1.00000"
"GO:1901142","insulin metabolic process",16,0,0.19,"1.00000"
"GO:1901143","insulin catabolic process",4,0,0.05,"1.00000"
"GO:1901145","mesenchymal cell apoptotic process invol...",4,0,0.05,"1.00000"
"GO:1901146","mesenchymal cell apoptotic process invol...",1,0,0.01,"1.00000"
"GO:1901147","mesenchymal cell apoptotic process invol...",2,0,0.02,"1.00000"
"GO:1901148","gene expression involved in extracellula...",1,0,0.01,"1.00000"
"GO:1901159","xylulose 5-phosphate biosynthetic proces...",6,0,0.07,"1.00000"
"GO:1901162","primary amino compound biosynthetic proc...",6,0,0.07,"1.00000"
"GO:1901163","regulation of trophoblast cell migration",18,0,0.21,"1.00000"
"GO:1901164","negative regulation of trophoblast cell ...",8,0,0.09,"1.00000"
"GO:1901165","positive regulation of trophoblast cell ...",7,0,0.08,"1.00000"
"GO:1901170","naphthalene catabolic process",1,0,0.01,"1.00000"
"GO:1901175","lycopene metabolic process",1,0,0.01,"1.00000"
"GO:1901176","lycopene catabolic process",1,0,0.01,"1.00000"
"GO:1901185","negative regulation of ERBB signaling pa...",33,0,0.38,"1.00000"
"GO:1901187","regulation of ephrin receptor signaling ...",2,0,0.02,"1.00000"
"GO:1901188","negative regulation of ephrin receptor s...",1,0,0.01,"1.00000"
"GO:1901189","positive regulation of ephrin receptor s...",1,0,0.01,"1.00000"
"GO:1901201","regulation of extracellular matrix assem...",29,0,0.34,"1.00000"
"GO:1901202","negative regulation of extracellular mat...",12,0,0.14,"1.00000"
